CeA_Ctrl	CeA_Mor	dStr_Ctrl	dStr_Mor	NAc_Ctrl	NAc_Mor	ensembl_gene_id	mgi_symbol	SYMBOL	GENENAME
Syde2	27	9	13	12	9	17	ENSMUSG00000036863	Syde2	Syde2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)
Ssx2ip	278	246	187	115	123	161	ENSMUSG00000036825	Ssx2ip	Ssx2ip	synovial sarcoma, X 2 interacting protein
Ctbs	26	22	45	32	59	11	ENSMUSG00000028189	Ctbs	Ctbs	chitobiase
Spata1	7	15	10	9	12	14	ENSMUSG00000028188	Spata1	Spata1	spermatogenesis associated 1
Gng5	10	11	15	21	6	8	ENSMUSG00000068523	Gng5	Gng5	guanine nucleotide binding protein (G protein), gamma 5
Rpf1	136	90	70	73	79	60	ENSMUSG00000028187	Rpf1	Rpf1	ribosome production factor 1 homolog
Prkacb	3346	2989	1641	1502	2576	2161	ENSMUSG00000005034	Prkacb	Prkacb	protein kinase, cAMP dependent, catalytic, beta
Ttll7	770	664	873	596	991	952	ENSMUSG00000036745	Ttll7	Ttll7	tubulin tyrosine ligase-like family, member 7
Adgrl2	514	517	649	517	538	505	ENSMUSG00000028184	Adgrl2	Adgrl2	adhesion G protein-coupled receptor L2
Rpsa-ps10	6	12	3	9	6	6	ENSMUSG00000047676	Rpsa-ps10	Rpsa-ps10	ribosomal protein SA, pseudogene 10
Gipc2	2	15	17	22	4	5	ENSMUSG00000039131	Gipc2	Gipc2	GIPC PDZ domain containing family, member 2
Dnajb4	434	421	416	466	481	360	ENSMUSG00000028035	Dnajb4	Dnajb4	DnaJ heat shock protein family (Hsp40) member B4
Fubp1	460	369	802	713	719	447	ENSMUSG00000028034	Fubp1	Fubp1	far upstream element (FUSE) binding protein 1
Nexn	29	47	326	291	143	56	ENSMUSG00000039103	Nexn	Nexn	nexilin
Miga1	516	433	532	465	533	423	ENSMUSG00000054942	Miga1	Miga1	mitoguardin 1
Usp33	655	542	610	472	678	471	ENSMUSG00000025437	Usp33	Usp33	ubiquitin specific peptidase 33
Zzz3	228	241	345	186	282	176	ENSMUSG00000039068	Zzz3	Zzz3	zinc finger, ZZ domain containing 3
Ak5	489	404	96	57	247	236	ENSMUSG00000039058	Ak5	Ak5	adenylate kinase 5
Pigk	188	251	156	110	239	204	ENSMUSG00000039047	Pigk	Pigk	phosphatidylinositol glycan anchor biosynthesis, class K
St6galnac5	170	164	253	193	321	213	ENSMUSG00000039037	St6galnac5	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
St6galnac3	24	41	47	38	44	53	ENSMUSG00000052544	St6galnac3	St6galnac3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
Rabggtb	90	65	87	64	116	72	ENSMUSG00000038975	Rabggtb	Rabggtb	Rab geranylgeranyl transferase, b subunit
Gm24494	14	12	8	13	11	5	ENSMUSG00000065738	Gm24494	Gm24494	predicted gene, 24494
Acadm	47	26	41	38	30	32	ENSMUSG00000062908	Acadm	Acadm	acyl-Coenzyme A dehydrogenase, medium chain
Slc44a5	106	105	74	50	84	79	ENSMUSG00000028360	Slc44a5	Slc44a5	solute carrier family 44, member 5
Lhx8	18	10	30	15	26	25	ENSMUSG00000096225	Lhx8	Lhx8	LIM homeobox protein 8
Tyw3	32	37	23	35	23	12	ENSMUSG00000047583	Tyw3	Tyw3	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
Cryz	11	9	11	11	19	18	ENSMUSG00000028199	Cryz	Cryz	crystallin, zeta
Erich3	204	218	152	150	180	192	ENSMUSG00000078161	Erich3	Erich3	glutamate rich 3
Fpgt	169	105	152	129	202	108	ENSMUSG00000053870	Fpgt	Fpgt	fucose-1-phosphate guanylyltransferase
4930570G19Rik	97	137	198	146	184	160	ENSMUSG00000085084	4930570G19Rik	4930570G19Rik	RIKEN cDNA 4930570G19 gene
Negr1	1801	1553	1405	1028	1536	1126	ENSMUSG00000040037	Negr1	Negr1	neuronal growth regulator 1
Zranb2	347	288	438	429	498	309	ENSMUSG00000028180	Zranb2	Zranb2	zinc finger, RAN-binding domain containing 2
Ankrd13c	241	245	373	218	292	249	ENSMUSG00000039988	Ankrd13c	Ankrd13c	ankyrin repeat domain 13c
Srsf11	457	393	868	731	858	476	ENSMUSG00000055436	Srsf11	Srsf11	serine and arginine-rich splicing factor 11
Lrrc40	167	138	148	106	122	76	ENSMUSG00000063052	Lrrc40	Lrrc40	leucine rich repeat containing 40
Lrrc7	964	972	1891	1703	1400	935	ENSMUSG00000028176	Lrrc7	Lrrc7	leucine rich repeat containing 7
Wls	94	50	3	14	58	43	ENSMUSG00000028173	Wls	Wls	wntless WNT ligand secretion mediator
Tmem68	211	180	203	157	214	164	ENSMUSG00000028232	Tmem68	Tmem68	transmembrane protein 68
Tgs1	230	167	171	160	177	174	ENSMUSG00000028233	Tgs1	Tgs1	trimethylguanosine synthase 1
Rps20	246	231	210	200	251	191	ENSMUSG00000028234	Rps20	Rps20	ribosomal protein S20
Plag1	27	41	111	83	41	34	ENSMUSG00000003282	Plag1	Plag1	pleiomorphic adenoma gene 1
Chchd7	77	84	65	76	98	56	ENSMUSG00000042198	Chchd7	Chchd7	coiled-coil-helix-coiled-coil-helix domain containing 7
Gm11808	8	19	8	7	14	6	ENSMUSG00000068240	Gm11808	Gm11808	ubiquitin A-52 residue ribosomal protein fusion product 1 pseudogene
Penk	4174	3259	2196	2037	2710	2330	ENSMUSG00000045573	Penk	Penk	preproenkephalin
Bpnt2	1162	1063	634	560	1180	868	ENSMUSG00000066324	Bpnt2	Bpnt2	3'(2'), 5'-bisphosphate nucleotidase 2
Fam110b	199	230	331	282	320	307	ENSMUSG00000049119	Fam110b	Fam110b	family with sequence similarity 110, member B
Ubxn2b	246	254	262	206	295	233	ENSMUSG00000028243	Ubxn2b	Ubxn2b	UBX domain protein 2B
Sdcbp	468	462	343	338	409	435	ENSMUSG00000028249	Sdcbp	Sdcbp	syndecan binding protein
Nsmaf	102	62	212	152	173	147	ENSMUSG00000028245	Nsmaf	Nsmaf	neutral sphingomyelinase (N-SMase) activation associated factor
Tox	119	83	69	41	50	54	ENSMUSG00000041272	Tox	Tox	thymocyte selection-associated high mobility group box
Car8	33	15	3	8	5	3	ENSMUSG00000041261	Car8	Car8	carbonic anhydrase 8
Rab2a	653	580	416	449	535	426	ENSMUSG00000047187	Rab2a	Rab2a	RAB2A, member RAS oncogene family
Chd7	28	10	135	54	131	86	ENSMUSG00000041235	Chd7	Chd7	chromodomain helicase DNA binding protein 7
Clvs1	377	369	561	510	412	397	ENSMUSG00000041216	Clvs1	Clvs1	clavesin 1
Asph	277	319	412	252	377	283	ENSMUSG00000028207	Asph	Asph	aspartate-beta-hydroxylase
Gm12918	20	25	31	18	19	57	ENSMUSG00000066315	Gm12918	Gm12918	ribosomal protein L13 pseudogene
Cfap418	138	163	68	75	154	117	ENSMUSG00000059482	Cfap418	Cfap418	cilia and flagella associated protein 418
Plekhf2	9	11	40	35	28	15	ENSMUSG00000049969	Plekhf2	Plekhf2	pleckstrin homology domain containing, family F (with FYVE domain) member 2
Ndufaf6	47	19	50	21	30	23	ENSMUSG00000050323	Ndufaf6	Ndufaf6	NADH:ubiquinone oxidoreductase complex assembly factor 6
Trp53inp1	52	62	71	45	43	41	ENSMUSG00000028211	Trp53inp1	Trp53inp1	transformation related protein 53 inducible nuclear protein 1
Ccne2	41	29	22	17	31	26	ENSMUSG00000028212	Ccne2	Ccne2	cyclin E2
Ints8	197	230	303	183	311	247	ENSMUSG00000040738	Ints8	Ints8	integrator complex subunit 8
Dpy19l4	216	197	171	167	282	226	ENSMUSG00000045205	Dpy19l4	Dpy19l4	dpy-19-like 4 (C. elegans)
Virma	371	301	267	308	302	233	ENSMUSG00000040720	Virma	Virma	vir like m6A methyltransferase associated
Fsbp	0	11	18	19	4	3	ENSMUSG00000094595	Fsbp	Fsbp	fibrinogen silencer binding protein
Pdp1	415	442	768	616	583	385	ENSMUSG00000049225	Pdp1	Pdp1	pyruvate dehydrogenase phosphatase catalytic subunit 1
Tmem67	144	111	145	143	143	133	ENSMUSG00000049488	Tmem67	Tmem67	transmembrane protein 67
Rbm12b2	87	102	106	67	124	84	ENSMUSG00000052137	Rbm12b2	Rbm12b2	RNA binding motif protein 12 B2
Rbm12b1	67	41	57	37	51	59	ENSMUSG00000046667	Rbm12b1	Rbm12b1	RNA binding motif protein 12 B1
Cibar1	215	180	200	162	249	146	ENSMUSG00000028218	Cibar1	Cibar1	CBY1 interacting BAR domain containing 1
Triqk	84	59	46	51	83	73	ENSMUSG00000055963	Triqk	Triqk	triple QxxK/R motif containing
Runx1t1	254	326	414	497	445	396	ENSMUSG00000006586	Runx1t1	Runx1t1	RUNX1 translocation partner 1
Otud6b	253	255	204	162	186	198	ENSMUSG00000040550	Otud6b	Otud6b	OTU domain containing 6B
Pip4p2	201	156	152	144	160	137	ENSMUSG00000028221	Pip4p2	Pip4p2	phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2
Necab1	1591	1218	514	540	573	456	ENSMUSG00000040536	Necab1	Necab1	N-terminal EF-hand calcium binding protein 1
Tmem64	235	252	174	122	207	174	ENSMUSG00000043252	Tmem64	Tmem64	transmembrane protein 64
Calb1	653	627	837	588	676	534	ENSMUSG00000028222	Calb1	Calb1	calbindin 1
Decr1	16	14	40	18	37	25	ENSMUSG00000028223	Decr1	Decr1	2,4-dienoyl CoA reductase 1, mitochondrial
Nbn	71	63	56	52	79	42	ENSMUSG00000028224	Nbn	Nbn	nibrin
Osgin2	47	35	64	61	69	72	ENSMUSG00000041153	Osgin2	Osgin2	oxidative stress induced growth inhibitor family member 2
Ripk2	36	34	49	21	48	53	ENSMUSG00000041135	Ripk2	Ripk2	receptor (TNFRSF)-interacting serine-threonine kinase 2
Mmp16	252	210	315	236	275	182	ENSMUSG00000028226	Mmp16	Mmp16	matrix metallopeptidase 16
Cpne3	48	76	101	51	83	62	ENSMUSG00000028228	Cpne3	Cpne3	copine III
Rmdn1	25	45	73	77	76	27	ENSMUSG00000028229	Rmdn1	Rmdn1	regulator of microtubule dynamics 1
Wwp1	262	332	316	274	208	174	ENSMUSG00000041058	Wwp1	Wwp1	WW domain containing E3 ubiquitin protein ligase 1
Ggh	40	17	7	22	18	20	ENSMUSG00000073987	Ggh	Ggh	gamma-glutamyl hydrolase
Nkain3	102	112	99	51	129	95	ENSMUSG00000055761	Nkain3	Nkain3	Na+/K+ transporting ATPase interacting 3
Ccnc	128	177	179	174	244	209	ENSMUSG00000028252	Ccnc	Ccnc	cyclin C
Tstd3	8	23	14	12	15	31	ENSMUSG00000028251	Tstd3	Tstd3	thiosulfate sulfurtransferase (rhodanese)-like domain containing 3
Usp45	316	270	373	213	244	246	ENSMUSG00000040455	Usp45	Usp45	ubiquitin specific petidase 45
Pnisr	549	510	854	813	914	772	ENSMUSG00000028248	Pnisr	Pnisr	PNN interacting serine/arginine-rich
Coq3	35	17	15	16	44	27	ENSMUSG00000028247	Coq3	Coq3	coenzyme Q3 methyltransferase
Faxc	124	155	180	84	175	104	ENSMUSG00000028246	Faxc	Faxc	failed axon connections homolog
Fbxl4	45	62	41	30	68	40	ENSMUSG00000040410	Fbxl4	Fbxl4	F-box and leucine-rich repeat protein 4
Pou3f2	24	33	85	80	80	55	ENSMUSG00000095139	Pou3f2	Pou3f2	POU domain, class 3, transcription factor 2
Mms22l	18	10	7	4	10	7	ENSMUSG00000045751	Mms22l	Mms22l	MMS22-like, DNA repair protein
Klhl32	125	109	57	62	101	44	ENSMUSG00000040387	Klhl32	Klhl32	kelch-like 32
Ndufaf4	159	93	132	116	115	80	ENSMUSG00000028261	Ndufaf4	Ndufaf4	NADH:ubiquinone oxidoreductase complex assembly factor 4
Gpr63	44	50	83	64	77	42	ENSMUSG00000040372	Gpr63	Gpr63	G protein-coupled receptor 63
Ufl1	289	264	164	172	281	254	ENSMUSG00000040359	Ufl1	Ufl1	UFM1 specific ligase 1
Fut9	1247	919	1198	907	1142	861	ENSMUSG00000055373	Fut9	Fut9	fucosyltransferase 9
Manea	199	196	225	219	198	202	ENSMUSG00000040520	Manea	Manea	mannosidase, endo-alpha
Epha7	176	115	392	357	282	283	ENSMUSG00000028289	Epha7	Epha7	Eph receptor A7
Map3k7	194	159	185	235	187	153	ENSMUSG00000028284	Map3k7	Map3k7	mitogen-activated protein kinase kinase kinase 7
Bach2	90	63	103	42	65	66	ENSMUSG00000040270	Bach2	Bach2	BTB and CNC homology, basic leucine zipper transcription factor 2
Casp8ap2	198	131	87	109	171	129	ENSMUSG00000028282	Casp8ap2	Casp8ap2	caspase 8 associated protein 2
Mdn1	447	460	446	531	534	403	ENSMUSG00000058006	Mdn1	Mdn1	midasin AAA ATPase 1
Lyrm2	61	31	54	44	26	24	ENSMUSG00000045854	Lyrm2	Lyrm2	LYR motif containing 2
Ankrd6	178	179	118	110	175	193	ENSMUSG00000040183	Ankrd6	Ankrd6	ankyrin repeat domain 6
Rragd	403	299	527	441	436	350	ENSMUSG00000028278	Rragd	Rragd	Ras-related GTP binding D
4933421O10Rik	68	64	73	35	74	32	ENSMUSG00000085037	4933421O10Rik	4933421O10Rik	RIKEN cDNA 4933421O10 gene
Ube2j1	279	227	138	168	229	172	ENSMUSG00000028277	Ube2j1	Ube2j1	ubiquitin-conjugating enzyme E2J 1
Pm20d2	12	9	30	20	7	15	ENSMUSG00000054659	Pm20d2	Pm20d2	peptidase M20 domain containing 2
Srsf12	65	89	73	36	57	57	ENSMUSG00000054679	Srsf12	Srsf12	serine and arginine-rich splicing factor 12
Pnrc1	503	314	268	331	404	316	ENSMUSG00000040128	Pnrc1	Pnrc1	proline-rich nuclear receptor coactivator 1
Rngtt	266	197	244	195	221	161	ENSMUSG00000028274	Rngtt	Rngtt	RNA guanylyltransferase and 5'-phosphatase
Cnr1	422	391	1702	1102	328	340	ENSMUSG00000044288	Cnr1	Cnr1	cannabinoid receptor 1 (brain)
Akirin2	191	166	126	114	169	116	ENSMUSG00000028291	Akirin2	Akirin2	akirin 2
Orc3	170	147	211	191	234	141	ENSMUSG00000040044	Orc3	Orc3	origin recognition complex, subunit 3
Rars2	59	103	127	72	97	85	ENSMUSG00000028292	Rars2	Rars2	arginyl-tRNA synthetase 2, mitochondrial
Slc35a1	73	59	51	58	67	72	ENSMUSG00000028293	Slc35a1	Slc35a1	solute carrier family 35 (CMP-sialic acid transporter), member 1
Cfap206	29	14	0	0	6	0	ENSMUSG00000028294	Cfap206	Cfap206	cilia and flagella associated protein 206
Gm136	24	5	16	1	8	2	ENSMUSG00000071015	Gm136	Gm136	predicted gene 136
Smim8	25	10	7	14	26	3	ENSMUSG00000028295	Smim8	Smim8	small integral membrane protein 8
Zfp292	1051	944	579	723	911	759	ENSMUSG00000039967	Zfp292	Zfp292	zinc finger protein 292
Mob3b	41	31	13	15	11	16	ENSMUSG00000073910	Mob3b	Mob3b	MOB kinase activator 3B
C9orf72	108	108	138	82	107	76	ENSMUSG00000028300	C9orf72	C9orf72	C9orf72, member of C9orf72-SMCR8 complex
Lingo2	121	182	197	130	197	188	ENSMUSG00000045083	Lingo2	Lingo2	leucine rich repeat and Ig domain containing 2
Gm12371	21	22	1	4	15	6	ENSMUSG00000084898	Gm12371	Gm12371	predicted gene 12371
Aco1	62	50	39	36	75	57	ENSMUSG00000028405	Aco1	Aco1	aconitase 1
Topors	191	175	84	122	132	102	ENSMUSG00000036822	Topors	Topors	topoisomerase I binding, arginine/serine-rich
Smim27	7	16	6	5	5	13	ENSMUSG00000028407	Smim27	Smim27	small integral membrane protein 27
Ndufb6	53	70	29	23	23	48	ENSMUSG00000071014	Ndufb6	Ndufb6	NADH:ubiquinone oxidoreductase subunit B6
Tmem215	9	6	2	0	21	24	ENSMUSG00000046593	Tmem215	Tmem215	transmembrane protein 215
Aptx	72	70	81	41	78	60	ENSMUSG00000028411	Aptx	Aptx	aprataxin
Dnaja1	656	612	493	505	624	544	ENSMUSG00000028410	Dnaja1	Dnaja1	DnaJ heat shock protein family (Hsp40) member A1
Smu1	131	112	136	72	99	67	ENSMUSG00000028409	Smu1	Smu1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)
Bag1	126	110	60	63	79	64	ENSMUSG00000028416	Bag1	Bag1	BCL2-associated athanogene 1
Chmp5	163	181	136	106	163	116	ENSMUSG00000028419	Chmp5	Chmp5	charged multivesicular body protein 5
Nfx1	357	405	554	477	628	430	ENSMUSG00000028423	Nfx1	Nfx1	nuclear transcription factor, X-box binding 1
Nol6	276	216	201	171	222	227	ENSMUSG00000028430	Nol6	Nol6	nucleolar protein family 6 (RNA-associated)
Ube2r2	196	180	154	105	176	125	ENSMUSG00000036241	Ube2r2	Ube2r2	ubiquitin-conjugating enzyme E2R 2
Ubap2	153	53	139	112	158	92	ENSMUSG00000028433	Ubap2	Ubap2	ubiquitin-associated protein 2
Dcaf12	75	82	80	55	100	63	ENSMUSG00000028436	Dcaf12	Dcaf12	DDB1 and CUL4 associated factor 12
Ubap1	101	106	126	107	81	109	ENSMUSG00000028437	Ubap1	Ubap1	ubiquitin-associated protein 1
Nudt2	21	17	13	8	15	9	ENSMUSG00000028443	Nudt2	Nudt2	nudix (nucleoside diphosphate linked moiety X)-type motif 2
Myorg	3	11	16	17	11	28	ENSMUSG00000046312	Myorg	Myorg	myogenesis regulating glycosidase (putative)
Fam219a	157	149	168	136	151	137	ENSMUSG00000028439	Fam219a	Fam219a	family with sequence similarity 219, member A
Enho	3	9	13	4	14	19	ENSMUSG00000028445	Enho	Enho	energy homeostasis associated
Cntfr	53	44	77	71	76	70	ENSMUSG00000028444	Cntfr	Cntfr	ciliary neurotrophic factor receptor
Il11ra1	3	9	9	15	9	11	ENSMUSG00000073889	Il11ra1	Il11ra1	interleukin 11 receptor, alpha chain 1
Rpp25l	8	14	4	3	9	10	ENSMUSG00000036114	Rpp25l	Rpp25l	ribonuclease P/MRP 25 subunit-like
Dctn3	87	70	51	50	57	59	ENSMUSG00000028447	Dctn3	Dctn3	dynactin 3
Sigmar1	18	29	39	34	51	44	ENSMUSG00000036078	Sigmar1	Sigmar1	sigma non-opioid intracellular receptor 1
Galt	22	22	35	23	41	28	ENSMUSG00000036073	Galt	Galt	galactose-1-phosphate uridyl transferase
Ccl27a	51	24	51	60	81	41	ENSMUSG00000073888	Ccl27a	Ccl27a	chemokine (C-C motif) ligand 27A
Phf24	491	502	577	466	476	437	ENSMUSG00000036062	Phf24	Phf24	PHD finger protein 24
Dnajb5	122	179	185	221	191	157	ENSMUSG00000036052	Dnajb5	Dnajb5	DnaJ heat shock protein family (Hsp40) member B5
Vcp	434	466	305	215	410	337	ENSMUSG00000028452	Vcp	Vcp	valosin containing protein
Fancg	10	12	4	12	17	17	ENSMUSG00000028453	Fancg	Fancg	Fanconi anemia, complementation group G
Pigo	39	27	72	34	32	32	ENSMUSG00000028454	Pigo	Pigo	phosphatidylinositol glycan anchor biosynthesis, class O
Stoml2	36	35	31	8	14	35	ENSMUSG00000028455	Stoml2	Stoml2	stomatin (Epb7.2)-like 2
Atosb	14	1	14	3	27	2	ENSMUSG00000036002	Atosb	Fam214b	family with sequence similarity 214, member B
Unc13b	62	75	56	35	73	54	ENSMUSG00000028456	Unc13b	Unc13b	unc-13 homolog B
Rusc2	199	185	138	127	223	179	ENSMUSG00000035969	Rusc2	Rusc2	RUN and SH3 domain containing 2
Tesk1	54	58	50	73	58	58	ENSMUSG00000028458	Tesk1	Tesk1	testis specific protein kinase 1
Ccdc107	122	123	64	22	120	112	ENSMUSG00000028461	Ccdc107	Ccdc107	coiled-coil domain containing 107
Tln1	46	33	54	35	39	48	ENSMUSG00000028465	Tln1	Tln1	talin 1
Creb3	44	41	25	32	37	16	ENSMUSG00000028466	Creb3	Creb3	cAMP responsive element binding protein 3
Gba2	120	68	131	96	100	117	ENSMUSG00000028467	Gba2	Gba2	glucosidase beta 2
Rgp1	59	58	83	53	58	64	ENSMUSG00000028468	Rgp1	Rgp1	RAB6A GEF compex partner 1
Npr2	51	55	39	18	48	49	ENSMUSG00000028469	Npr2	Npr2	natriuretic peptide receptor 2
Hint2	8	37	7	14	17	10	ENSMUSG00000028470	Hint2	Hint2	histidine triad nucleotide binding protein 2
Fam221b	13	10	12	6	4	0	ENSMUSG00000043633	Fam221b	Fam221b	family with sequence similarity 221, member B
Tmem8b	78	112	87	76	154	122	ENSMUSG00000078716	Tmem8b	Tmem8b	transmembrane protein 8B
Reck	3	1	74	37	17	8	ENSMUSG00000028476	Reck	Reck	reversion-inducing-cysteine-rich protein with kazal motifs
Clta	332	271	227	225	272	250	ENSMUSG00000028478	Clta	Clta	clathrin, light polypeptide (Lca)
Gne	154	120	94	83	135	111	ENSMUSG00000028479	Gne	Gne	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase
Rnf38	161	97	254	171	222	149	ENSMUSG00000035696	Rnf38	Rnf38	ring finger protein 38
Zcchc7	327	352	573	484	511	359	ENSMUSG00000035649	Zcchc7	Zcchc7	zinc finger, CCHC domain containing 7
Grhpr	22	17	7	9	20	30	ENSMUSG00000035637	Grhpr	Grhpr	glyoxylate reductase/hydroxypyruvate reductase
Zbtb5	41	26	32	34	21	25	ENSMUSG00000049657	Zbtb5	Zbtb5	zinc finger and BTB domain containing 5
1700055D18Rik	19	10	5	3	3	1	ENSMUSG00000070997	1700055D18Rik	1700055D18Rik	RIKEN cDNA 1700055D18 gene
Polr1e	10	16	7	14	7	17	ENSMUSG00000028318	Polr1e	Polr1e	polymerase (RNA) I polypeptide E
Fbxo10	215	192	85	57	115	111	ENSMUSG00000048232	Fbxo10	Fbxo10	F-box protein 10
Tomm5	26	25	15	15	16	19	ENSMUSG00000078713	Tomm5	Tomm5	translocase of outer mitochondrial membrane 5
Trmt10b	53	39	34	43	87	30	ENSMUSG00000035601	Trmt10b	Trmt10b	tRNA methyltransferase 10B
Exosc3	14	19	30	17	25	19	ENSMUSG00000028322	Exosc3	Exosc3	exosome component 3
Dcaf10	87	98	84	122	94	52	ENSMUSG00000035572	Dcaf10	Dcaf10	DDB1 and CUL4 associated factor 10
Slc25a51	197	206	213	159	211	214	ENSMUSG00000045973	Slc25a51	Slc25a51	solute carrier family 25, member 51
Shb	25	25	74	57	25	12	ENSMUSG00000044813	Shb	Shb	src homology 2 domain-containing transforming protein B
Aldh1b1	28	24	47	14	40	31	ENSMUSG00000035561	Aldh1b1	Aldh1b1	aldehyde dehydrogenase 1 family, member B1
Igfbpl1	24	4	10	19	5	12	ENSMUSG00000035551	Igfbpl1	Igfbpl1	insulin-like growth factor binding protein-like 1
Tdrd7	57	70	206	132	100	73	ENSMUSG00000035517	Tdrd7	Tdrd7	tudor domain containing 7
Tmod1	175	170	211	201	141	140	ENSMUSG00000028328	Tmod1	Tmod1	tropomodulin 1
Tstd2	60	33	67	39	28	32	ENSMUSG00000035495	Tstd2	Tstd2	thiosulfate sulfurtransferase (rhodanese)-like domain containing 2
Ncbp1	348	418	276	202	290	292	ENSMUSG00000028330	Ncbp1	Ncbp1	nuclear cap binding protein subunit 1
Xpa	39	29	36	32	35	39	ENSMUSG00000028329	Xpa	Xpa	xeroderma pigmentosum, complementation group A
Trmo	20	14	3	19	15	22	ENSMUSG00000028331	Trmo	Trmo	tRNA methyltransferase O
Anp32b	169	153	92	68	142	139	ENSMUSG00000028333	Anp32b	Anp32b	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B
Nans	4	16	6	7	14	6	ENSMUSG00000028334	Nans	Nans	N-acetylneuraminic acid synthase (sialic acid synthase)
Coro2a	7	11	23	8	22	28	ENSMUSG00000028337	Coro2a	Coro2a	coronin, actin binding protein 2A
Gabbr2	462	378	255	156	328	301	ENSMUSG00000039809	Gabbr2	Gabbr2	gamma-aminobutyric acid (GABA) B receptor, 2
Anks6	11	8	24	24	26	29	ENSMUSG00000066191	Anks6	Anks6	ankyrin repeat and sterile alpha motif domain containing 6
Tgfbr1	39	25	78	46	69	47	ENSMUSG00000007613	Tgfbr1	Tgfbr1	transforming growth factor, beta receptor I
Alg2	448	418	258	291	555	451	ENSMUSG00000039740	Alg2	Alg2	asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)
Sec61b	17	10	17	6	14	13	ENSMUSG00000053317	Sec61b	Sec61b	Sec61 beta subunit
Nr4a3	119	36	85	112	151	107	ENSMUSG00000028341	Nr4a3	Nr4a3	nuclear receptor subfamily 4, group A, member 3
Stx17	43	57	88	70	80	40	ENSMUSG00000061455	Stx17	Stx17	syntaxin 17
Erp44	199	169	147	115	155	162	ENSMUSG00000028343	Erp44	Erp44	endoplasmic reticulum protein 44
Invs	44	60	66	85	56	56	ENSMUSG00000028344	Invs	Invs	inversin
Tex10	172	163	179	143	183	175	ENSMUSG00000028345	Tex10	Tex10	testis expressed gene 10
Msantd3	15	14	26	10	24	15	ENSMUSG00000039693	Msantd3	Msantd3	Myb/SANT-like DNA-binding domain containing 3
Tmeff1	355	285	294	241	235	201	ENSMUSG00000028347	Tmeff1	Tmeff1	transmembrane protein with EGF-like and two follistatin-like domains 1
Cavin4	6	21	10	4	9	11	ENSMUSG00000028348	Cavin4	Cavin4	caveolae associated 4
Plppr1	125	127	212	151	310	198	ENSMUSG00000063446	Plppr1	Plppr1	phospholipid phosphatase related 1
Mrpl50	110	91	57	35	91	61	ENSMUSG00000044018	Mrpl50	Mrpl50	mitochondrial ribosomal protein L50
Zfp189	31	42	53	23	40	61	ENSMUSG00000039634	Zfp189	Zfp189	zinc finger protein 189
Pgap4	149	93	83	63	95	106	ENSMUSG00000039611	Pgap4	Pgap4	post-GPI attachment to proteins GalNAc transferase 4
Rnf20	220	239	257	278	284	224	ENSMUSG00000028309	Rnf20	Rnf20	ring finger protein 20
Grin3a	253	246	144	73	316	235	ENSMUSG00000039579	Grin3a	Grin3a	glutamate receptor ionotropic, NMDA3A
Smc2	47	70	39	51	99	48	ENSMUSG00000028312	Smc2	Smc2	structural maintenance of chromosomes 2
Nipsnap3b	12	23	17	1	19	7	ENSMUSG00000015247	Nipsnap3b	Nipsnap3b	nipsnap homolog 3B
Abca1	135	90	106	91	109	100	ENSMUSG00000015243	Abca1	Abca1	ATP-binding cassette, sub-family A (ABC1), member 1
Slc44a1	188	158	281	219	178	149	ENSMUSG00000028412	Slc44a1	Slc44a1	solute carrier family 44, member 1
Fsd1l	217	190	196	207	235	187	ENSMUSG00000054752	Fsd1l	Fsd1l	fibronectin type III and SPRY domain containing 1-like
Fktn	289	275	251	211	258	194	ENSMUSG00000028414	Fktn	Fktn	fukutin
Tmem38b	62	30	36	34	50	35	ENSMUSG00000028420	Tmem38b	Tmem38b	transmembrane protein 38B
Zfp462	397	528	484	502	408	341	ENSMUSG00000060206	Zfp462	Zfp462	zinc finger protein 462
Rad23b	432	474	395	332	448	376	ENSMUSG00000028426	Rad23b	Rad23b	RAD23 homolog B, nucleotide excision repair protein
Elp1	233	262	205	152	221	194	ENSMUSG00000028431	Elp1	Elp1	elongator complex protein 1
Abitram	126	101	110	124	117	55	ENSMUSG00000038827	Abitram	Abitram	actin binding transcription modulator
Ctnnal1	48	81	91	110	135	65	ENSMUSG00000038816	Ctnnal1	Ctnnal1	catenin (cadherin associated protein), alpha-like 1
Tmem245	436	533	314	251	386	573	ENSMUSG00000055296	Tmem245	Tmem245	transmembrane protein 245
Frrs1l	1030	904	1017	832	984	820	ENSMUSG00000045589	Frrs1l	Frrs1l	ferric-chelate reductase 1 like
